Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s),AQI
2023-05-11,37.896875,102.35614583333334,2.7103125,33.06677083333333,35.746874999999996,25.54479166666667,21.195833333333333,0.6513541666666667,19.745729166666667,0.156875,0.0,0.0,0.0,0.26,0.1041666666666666,31.472604166666667,33.12447916666667,0.4243402777777778,154.6145138888889,0.0025,0.0025,132.19770833333334,743.4408333333334,0.0,103.0
2023-05-12,50.373020833333335,116.91583333333334,3.3621527777777778,35.34802083333333,38.8903125,29.157083333333333,22.967604166666664,0.7541666666666668,30.319270833333334,0.1814583333333333,0.0,0.0,0.0,0.3019791666666667,0.1208333333333333,32.581875000000004,35.97479166666667,0.3463541666666667,134.27375,0.0029166666666666,0.0029166666666666,130.680625,742.8905208333334,0.0,126.0
2023-05-13,52.396562499999995,111.40229166666668,1.83875,34.21875,35.58083333333333,29.216145833333332,24.51625,0.854375,20.2246875,0.2047916666666666,0.0,0.0,0.0,0.3408333333333333,0.1365625,33.114895833333335,37.3403125,0.2883333333333333,94.40333333333332,0.0012499999999999,0.0012499999999999,120.31760416666668,742.0397916666667,0.0,149.0
2023-05-14,57.46270833333333,127.00104166666668,1.7360069444444444,32.70791666666667,33.95322916666667,28.9021875,31.504895833333332,0.8683333333333333,20.4965625,0.2084375,0.0,0.0,0.0,0.346875,0.139375,34.23354166666667,37.78791666666667,0.4067708333333333,139.135,0.0016666666666666,0.0016666666666666,117.89375,739.4073958333333,0.0,142.0
2023-05-15,41.74989583333333,164.9259375,4.06125,29.768229166666668,34.589062500000004,34.90177083333334,29.466145833333332,0.75875,15.620625,0.1817708333333333,0.0,0.0,0.0,0.3028125,0.1216666666666666,33.861875,36.89270833333333,0.5219791666666667,160.56760416666663,0.0,0.0,109.47979166666666,739.8090625,0.0,164.0
2023-05-16,60.74728260869565,206.86141304347825,11.808958333333337,33.94322916666667,49.97885416666667,38.64697916666667,30.45,0.8927083333333333,13.058541666666663,0.2146875,0.0,0.0,0.0,0.3564583333333333,0.1423958333333333,33.850833333333334,41.09427083333333,0.63875,195.53197916666667,0.00125,0.00125,118.28427083333332,741.1119791666666,0.0,143.0
2023-05-17,33.245312500000004,132.33572916666665,1.619548611111111,25.804270833333337,27.110208333333333,29.7559375,37.423125,0.5860416666666667,15.104270833333333,0.1402083333333333,0.0,0.0,0.0,0.235,0.09375,35.49729166666667,33.59072916666667,0.5707291666666666,201.98197916666663,0.0020833333333333,0.0020833333333333,116.6765625,742.0878125,0.0,131.0
2023-05-18,31.863586956521743,128.00477272727272,2.4019791666666666,20.7446875,23.467291666666668,30.090104166666663,24.153645833333332,0.505,24.768020833333335,0.1209374999999999,0.0,0.0,0.0,0.2009375,0.0809374999999999,34.46885416666667,37.75697916666667,0.8247916666666666,209.81270833333335,0.0020833333333333,0.0020833333333333,121.46760416666666,744.0130208333334,0.0,164.0
2023-05-19,30.956458333333337,76.87364583333333,2.432916666666667,18.196250000000003,21.059895833333332,40.5671875,25.050833333333333,0.5436458333333333,20.45875,0.1307291666666666,0.0,0.0,0.0,0.2164583333333333,0.0875,34.488437499999996,39.5684375,0.9089583333333334,244.915,0.0016666666666666,0.0016666666666666,126.10739583333331,742.6528125,0.0,91.0
2023-05-20,37.602291666666666,93.02489583333332,3.715243055555556,24.6746875,29.144166666666667,31.98447916666667,25.84385416666667,0.6784374999999999,20.190416666666668,0.163125,0.0,0.0,0.0,0.2714583333333333,0.1084375,34.08447916666667,38.03927083333333,0.5972569444444444,170.4245486111111,0.0008333333333333,0.0008333333333333,130.1996875,741.5219791666667,0.0,101.0
2023-05-21,33.57270833333333,86.99760416666668,7.085034722222222,31.988020833333337,41.10333333333333,29.008645833333333,24.3421875,0.7734375,15.825625,0.1852083333333333,0.0,0.0,0.0,0.3085416666666666,0.1239583333333333,35.435208333333335,35.83989583333334,0.5454166666666667,166.3186458333333,0.0,0.0,128.39697916666668,741.4966666666666,0.0,105.0
2023-05-22,31.56052083333333,96.4190625,2.908333333333333,28.325729166666665,31.491145833333334,27.500625,27.272743055555555,0.6973958333333333,15.092291666666666,0.1672916666666666,0.0,0.0,0.0,0.2780208333333333,0.1113541666666666,36.76875,36.59458333333333,0.5140625,176.2628125,0.0045833333333333,0.0045833333333333,125.21770833333332,741.9758333333334,0.0,119.0
2023-05-23,36.35475,92.17041666666668,15.69798245614035,21.96055555555556,32.38657894736842,26.803333333333335,36.49548245614035,0.5827631578947369,18.20684210526316,0.1398684210526315,0.0,0.0,0.0,0.2371052631578947,0.095,38.13618421052632,33.2725,0.8452631578947368,202.6097368421053,0.0,0.0,104.45684210526316,741.5688157894737,0.0,92.0
2023-05-24,28.217125,85.04381578947368,21.22102272727273,18.928571428571427,28.70628472222222,27.176249999999996,24.593181818181815,0.5108333333333334,20.897386363636365,0.1229166666666666,0.0,0.0,0.0,0.2281818181818181,0.0921590909090909,33.92715909090909,46.31670454545454,0.8827272727272727,155.94681818181817,0.0041666666666666,0.0041666666666666,97.00677083333332,742.1414772727272,0.0,89.0
2023-05-25,18.867083333333333,52.665729166666665,2.3225,16.412291666666665,19.15760416666667,32.95010416666667,22.880104166666666,0.5044791666666667,17.5221875,0.1211458333333333,0.0,0.0,0.0,0.2011458333333333,0.0807291666666666,31.555000000000003,56.17177083333333,0.8069791666666667,135.14135416666667,0.0079166666666666,0.0079166666666666,105.52489583333332,742.2765625000001,0.0,68.0
2023-05-26,14.408020833333332,38.5103125,3.4012499999999997,17.356041666666666,21.649895833333332,30.60739583333333,20.75947916666667,0.4735416666666667,16.481979166666665,0.1135416666666666,0.0,0.0,0.0,0.1883333333333333,0.0755208333333333,27.796875,69.10895833333333,0.65125,159.5009375,0.0805208333333333,0.0805208333333333,97.80947916666666,743.5216666666666,0.0,62.0
2023-05-27,28.104270833333334,69.19354166666666,6.370520833333334,18.418020833333333,27.077916666666667,31.0690625,20.750625,0.5221875,16.703333333333333,0.1261458333333333,0.0,0.0,0.0,0.2089583333333333,0.0831249999999999,28.088645833333334,67.10385416666666,0.5898958333333333,127.96708333333332,0.0124999999999999,0.0124999999999999,102.87947916666668,742.9626041666667,0.0,79.0
2023-05-28,33.80114583333333,90.7390625,5.995,14.258020833333331,22.530104166666664,29.68760416666667,21.226979166666663,0.5373958333333334,17.188229166666666,0.1289583333333333,0.0,0.0,0.0,0.2152083333333333,0.0865625,30.127395833333335,62.49760416666667,0.5326041666666667,141.93885416666666,0.0008333333333333,0.0008333333333333,109.5940625,743.4629166666667,0.0,83.0
2023-05-29,31.590625,96.26479166666668,4.07875,15.3796875,20.772916666666667,30.081875,24.3571875,0.5165625,17.452083333333334,0.1238541666666666,0.0,0.0,0.0,0.2054166666666666,0.0825,32.11697916666667,52.72,0.5443749999999999,163.95520833333333,0.0,0.0,118.4159375,744.3075,0.0,88.0
2023-05-30,34.555,125.590625,3.475138888888889,18.268645833333338,22.272499999999997,36.91947916666667,23.503333333333337,0.5510416666666667,18.187604166666667,0.1324999999999999,0.0,0.0,0.0,0.2188541666666666,0.0873958333333333,32.291041666666665,56.32010416666666,0.6567708333333333,183.0184375,0.0945833333333333,0.0945833333333333,111.02958333333332,744.0177083333333,0.0,102.0
2023-05-31,21.65041666666667,79.78854166666666,2.7247463768115945,17.846666666666668,20.65625,35.062083333333334,22.69322916666667,0.4808333333333333,16.24625,0.1158333333333333,0.0,0.0,0.0,0.1920833333333333,0.0767708333333333,31.8084375,53.8515625,0.7096874999999999,225.03552083333332,0.0033333333333333,0.0033333333333333,133.730625,743.4988541666667,0.0,88.0
2023-06-01,25.54625,83.84458333333333,2.1552898550724637,13.970520833333332,15.7903125,30.315833333333337,22.813541666666666,0.48875,19.7703125,0.1173958333333333,0.0,0.0,0.0,0.1952083333333333,0.0779166666666666,32.535312499999996,48.02166666666667,0.9232291666666668,247.78104166666665,0.0025,0.0025,140.1603125,742.6316666666667,0.0,93.0
2023-06-02,29.452222222222225,85.70407407407407,23.048055555555557,14.449722222222222,25.469734848484848,26.85436507936508,23.256507936507937,0.4622348484848485,21.24309523809524,0.1101136363636363,0.0,0.0,0.0,0.2021428571428571,0.0802380952380952,33.39559523809524,45.96769841269842,0.8655555555555555,231.9222619047619,0.0,0.0,100.85674242424244,741.7119047619047,0.0,96.0
2023-06-03,32.53485294117647,140.40029411764706,2.1885069444444443,17.0340625,19.007604166666667,27.212395833333332,25.336250000000003,0.5291666666666667,19.681145833333332,0.1269791666666666,0.0,0.0,0.0,0.213125,0.0857291666666666,34.1778125,43.7640625,0.5858680555555555,193.66368055555552,0.0,0.0,131.8034375,742.1026041666668,0.0,112.0
2023-06-04,39.122083333333336,146.27916666666667,2.268368055555555,17.7190625,19.969166666666663,26.793958333333332,30.314618055555556,0.5590625,20.359479166666667,0.13375,0.0,0.0,0.0,0.2235416666666666,0.0898958333333333,32.873333333333335,47.00354166666667,0.6992708333333333,187.1534375,0.0012499999999999,0.0012499999999999,109.54770833333332,741.7233333333334,0.0,134.0
2023-06-05,33.5840625,101.68145833333334,2.3773263888888887,17.930416666666666,20.473125,26.405937500000004,26.507395833333337,0.5452083333333334,18.016562500000003,0.1309374999999999,0.0,0.0,0.0,0.2185416666666666,0.0879166666666666,32.54510416666667,50.461354166666666,0.5223958333333333,196.26572916666663,0.0179166666666666,0.0179166666666666,110.8690625,741.0280208333334,0.0,107.0
2023-06-06,41.83527777777778,127.4671875,5.2759375,24.744583333333335,31.520104166666663,36.3275,28.480763888888887,0.7289583333333334,17.549270833333335,0.1754166666666666,0.0,0.0,0.0,0.291875,0.1165625,31.808854166666663,57.97895833333333,0.463125,167.3503125,0.1545833333333333,0.1545833333333333,122.54770833333332,740.513125,0.0,117.0
2023-06-07,51.07458333333333,145.63864583333333,7.467083333333334,24.782916666666665,34.795520833333335,37.3025,28.344270833333336,0.7960416666666666,16.548020833333332,0.1916666666666666,0.0,0.0,0.0,0.3180208333333333,0.126875,33.970104166666665,48.3753125,0.5521874999999999,211.12520833333335,0.0,0.0,128.2815625,740.3586458333333,0.0,120.0
2023-06-08,48.63270833333333,144.74399305555556,3.361666666666667,21.0215625,24.8628125,32.488125000000004,41.4028125,0.620625,18.4125,0.14875,0.0,0.0,0.0,0.2469791666666666,0.0985416666666666,35.0,42.782916666666665,0.5694791666666666,188.74708333333336,0.0008333333333333,0.0008333333333333,139.39354166666666,740.0458333333332,0.0,139.0
2023-06-09,44.69208333333333,132.30781249999998,3.9423263888888886,21.572708333333335,25.818541666666665,42.26958333333334,38.06229166666667,0.6203125,15.749479166666667,0.1491666666666666,0.0,0.0,0.0,0.2469791666666666,0.0992708333333333,35.92614583333333,42.08833333333333,0.6060416666666667,207.02145833333336,0.0004166666666666,0.0004166666666666,129.54979166666666,738.094375,0.0,134.0
2023-06-10,40.23427083333333,120.965625,4.681215277777778,21.23625,27.1190625,36.5684375,33.46072916666667,0.6332291666666667,16.622916666666665,0.1521875,0.0,0.0,0.0,0.2516666666666666,0.1008333333333333,36.26708333333333,44.61604166666667,0.6028125,185.40677083333333,0.0033333333333333,0.0033333333333333,129.27572916666665,737.0223958333332,0.0,115.0
2023-06-11,45.18208333333333,166.44291666666666,4.364444444444445,16.422916666666666,22.118020833333333,32.0503125,35.938854166666665,0.5989583333333334,16.911041666666666,0.1440625,0.0,0.0,0.0,0.2394791666666666,0.0955208333333333,37.086666666666666,40.80916666666666,0.8465625,235.99395833333335,0.0,0.0,132.35697916666666,736.9343749999999,0.0,134.0
2023-06-12,50.7396875,188.2184375,4.306979166666667,12.482083333333334,18.166770833333334,31.540625,29.928541666666664,0.5172916666666666,17.862395833333334,0.124375,0.0,0.0,0.0,0.2055208333333333,0.0828125,37.5621875,42.05760416666667,0.7611458333333334,215.72989583333333,0.00125,0.00125,124.09614583333332,736.7726041666666,0.0,156.0
2023-06-13,46.874583333333334,167.7978125,4.362291666666667,16.856875,22.5815625,39.4559375,34.9290625,0.5492708333333333,15.366666666666667,0.1309375,0.0,0.0,0.0,0.2179166666666666,0.0877083333333333,38.14572916666667,41.27333333333333,0.7195833333333334,203.5153125,0.0,0.0,128.0103125,736.5458333333332,0.0,153.0
2023-06-14,28.60078947368421,120.09473684210528,4.1603819444444445,13.617604166666666,18.28930555555555,34.000729166666666,29.420104166666665,0.4665625,15.656666666666666,0.1118749999999999,0.0,0.0,0.0,0.1922916666666666,0.0779166666666666,38.18875,37.9246875,1.0039583333333333,233.24125,0.0004166666666666,0.0004166666666666,124.694375,737.1354166666666,0.0,128.0
2023-06-15,34.33166666666667,132.61652777777778,3.1030208333333333,11.801979166666667,15.731041666666668,33.553958333333334,31.590208333333333,0.4596875,31.68739583333333,0.1097916666666666,0.0,0.0,0.0,0.1836458333333333,0.0738541666666666,37.05072916666666,42.559375,1.102291666666667,250.17041666666668,0.00125,0.00125,126.4328125,738.0197916666666,0.0,119.0
2023-06-16,36.77875,113.3628125,2.0776041666666667,16.911875,19.320729166666663,42.3440625,35.694375,0.5157291666666667,44.01583333333334,0.12375,0.0,0.0,0.0,0.205,0.0822916666666666,36.394375,45.79677083333333,0.8728125000000001,243.899375,0.0,0.0,120.99541666666669,738.3204166666666,0.0,117.0
2023-06-17,30.811562499999997,93.750625,2.1389583333333335,17.7446875,20.133333333333333,36.705,28.327916666666667,0.4977083333333333,37.73854166666667,0.1196875,0.0,0.0,0.0,0.1989583333333333,0.0795833333333333,37.18302083333334,45.58822916666667,0.605625,198.5790625,0.0008333333333333,0.0008333333333333,131.0021875,738.5245833333333,0.0,97.0
2023-06-18,31.9390625,92.6946875,2.260173611111111,14.318854166666668,16.955729166666668,31.840416666666663,31.1040625,0.4741666666666667,34.19979166666666,0.1132291666666666,0.0,0.0,0.0,0.1884375,0.0760416666666666,37.0115625,45.88854166666667,0.8333333333333334,219.0485416666667,0.00125,0.00125,125.59708333333332,738.8314583333332,0.0,97.0
2023-06-19,23.175520833333337,72.68833333333333,1.9915625,12.186770833333334,14.61625,30.167604166666667,28.02916666666667,0.4296875,30.0675,0.1033333333333333,0.0,0.0,0.0,0.1714583333333333,0.068125,34.5928125,54.78875,0.911875,211.21927083333333,0.0008333333333333,0.0008333333333333,102.11239583333334,738.2832291666667,0.0,88.0
2023-06-20,24.101979166666663,51.49885416666667,1.9231597222222223,12.965833333333334,15.292743055555556,29.975277777777777,24.231180555555554,0.4323263888888888,24.460277777777776,0.1028124999999999,0.0,0.0,0.0,0.1716666666666666,0.0689583333333333,31.030416666666667,72.73986111111111,0.8796180555555555,173.92899305555557,0.0058333333333333,0.005625,58.47364583333333,737.6422569444444,0.0,73.0
2023-06-21,16.069125,26.666874999999997,1.795763888888889,12.907569444444446,14.909270833333332,27.522569444444443,22.5259375,0.4478125,18.983923611111113,0.10625,0.0,0.0,0.0,0.1795138888888889,0.0722222222222222,27.11645833333333,92.7312847222222,1.1131944444444446,182.8304861111111,0.3296874999999999,0.3296874999999999,14.595416666666669,737.4044791666666,0.0,67.0
2023-06-22,11.107083333333334,23.110208333333333,1.7923958333333332,13.734895833333333,15.8365625,28.5421875,23.040625,0.4869791666666667,30.319479166666667,0.1166666666666666,0.0,0.0,0.0,0.1932291666666666,0.0772916666666666,27.3003125,97.21958333333332,0.6731250000000001,178.01354166666667,0.3866666666666666,0.3866666666666666,23.158020833333335,738.1909375,0.0,60.0
2023-06-23,25.038854166666667,58.60520833333334,1.7019791666666668,14.265,16.021145833333332,29.274583333333336,23.932291666666668,0.5234375,70.46046296296296,0.1252083333333333,0.0,0.0,0.0,0.2089583333333333,0.0835416666666666,32.31135416666667,80.91541666666667,0.4178125,153.1009375,0.0083333333333333,0.0083333333333333,91.8209375,738.7726041666666,0.0,156.0
2023-06-24,34.984891304347826,68.6820652173913,2.048402777777778,9.8971875,12.319375,24.3221875,24.446458333333336,0.5035416666666667,0.0,0.1207291666666666,0.0,0.0,0.0,0.2015625,0.08125,33.272395833333334,76.2625,0.6102083333333334,153.40635416666666,0.0029166666666666,0.0029166666666666,104.12489583333333,738.4441666666667,0.0,92.0
2023-06-25,20.143645833333338,39.685833333333335,2.136215277777778,8.9921875,11.720729166666668,20.070104166666667,23.925416666666667,0.508125,103.79125,0.1215625,0.0,0.0,0.0,0.2026041666666666,0.08125,30.3921875,82.42552083333334,0.6594791666666667,163.59291666666667,0.1233333333333333,0.1233333333333333,90.55114583333334,739.0630208333333,0.0,220.0
2023-06-26,24.697916666666668,50.74625,1.836666666666667,10.7875,12.9653125,19.691666666666663,24.50916666666667,0.563125,50.6325,0.1354166666666666,0.0,0.0,0.0,0.2247916666666666,0.0899999999999999,32.233020833333335,77.37572916666666,0.6014583333333333,158.18895833333332,0.1378125,0.1378125,109.95333333333332,738.7682291666666,0.0,108.0
2023-06-27,20.44697916666667,55.39447916666666,1.66625,11.653854166666669,6.9578125,41.9521875,33.869772727272725,0.5098958333333333,0.0,0.1210416666666666,0.0,0.0,0.0,0.2033333333333333,0.0819791666666666,33.6278125,67.11489583333334,0.6964583333333333,92.9846875,0.0048958333333333,0.0048958333333333,115.061875,737.9291666666667,0.0,80.0
2023-06-28,15.058645833333332,44.6828125,7.234333333333334,18.062291666666667,15.512291666666668,65.31885416666667,30.92480769230769,0.5145833333333333,64.0885,0.123125,0.0,0.0,0.0,0.2046875,0.0816666666666666,30.383645833333333,78.2509375,0.8266666666666667,102.40614583333333,0.1666666666666666,0.1666666666666666,80.22260416666667,739.0969791666666,0.0,162.0
2023-06-29,22.344791666666666,47.423541666666665,11.534270833333332,7.924270833333334,24.60875,36.67166666666667,30.60229166666667,0.5144791666666667,5.4310256410256414,0.1235416666666666,0.0,0.0,0.0,0.2058333333333333,0.0826041666666666,29.032916666666665,89.02135416666665,0.6490625,120.86708333333333,0.03625,0.03625,52.30875,738.3359375,0.0,59.0
2023-06-30,13.571354166666666,37.675104166666664,12.010520833333333,6.500625,23.9428125,35.635625,30.566666666666663,0.5195833333333334,8.498958333333333,0.1248958333333333,0.0,0.0,0.0,0.2075,0.0838541666666666,28.399895833333332,93.36895833333334,0.4238541666666666,151.093125,0.3005208333333333,0.3005208333333333,43.7453125,737.5858333333334,0.0,48.0
2023-07-01,8.676875,30.980416666666667,12.009895833333331,6.533020833333333,23.9703125,31.450625,30.711250000000003,0.465,8.7340625,0.1113541666666666,0.0,0.0,0.0,0.1851041666666666,0.0740625,28.629895833333336,92.07135416666668,0.6316666666666667,170.265,0.2702083333333333,0.2702083333333333,57.540937500000005,738.1226041666667,0.0,53.0
2023-07-02,12.418125000000002,39.932916666666664,11.998854166666668,6.510625,23.933541666666667,30.586875000000003,31.36645833333333,0.5342708333333334,7.3940625,0.1280208333333333,0.0,0.0,0.0,0.2132291666666666,0.0855208333333333,30.350520833333334,88.05302083333333,0.4407291666666666,187.2440625,0.0216666666666666,0.0216666666666666,64.71177083333333,738.5019791666667,0.0,41.0
2023-07-03,14.6265625,47.603125,12.007916666666668,6.4852083333333335,23.914270833333333,29.861145833333335,31.97083333333333,0.5793750000000001,7.587708333333333,0.1395833333333333,0.0,0.0,0.0,0.2322916666666666,0.0929166666666666,31.9803125,83.15854166666666,0.4827083333333333,185.06885416666668,0.0029166666666666,0.0029166666666666,80.44677083333333,738.3517708333334,0.0,63.0
2023-07-04,12.310416666666669,38.041875,12.053958333333334,6.431145833333333,23.9396875,27.02010416666667,32.0953125,0.5119791666666667,8.924999999999999,0.1230208333333333,0.0,0.0,0.0,0.2051041666666666,0.0828125,30.417604166666667,85.473125,0.5069791666666666,105.0034375,0.0025,0.0025,56.04114583333333,737.866875,0.0,50.0
2023-07-05,30.67445652173913,58.15076086956522,7.353412698412699,8.64015873015873,18.557103174603174,28.7396875,26.216875,0.5411458333333333,12.339166666666666,0.1304166666666666,0.0,0.0,0.0,0.2171875,0.0878125,29.905416666666667,86.81625000000001,0.5557291666666667,105.37166666666668,0.0191666666666666,0.0191666666666666,70.00604166666666,737.8016666666667,0.0,66.0
2023-07-06,29.891875,59.04020833333333,2.3680208333333335,8.550833333333333,11.703020833333332,31.370208333333338,20.340729166666662,0.5119791666666667,14.282604166666664,0.1229166666666666,0.0,0.0,0.0,0.2044791666666666,0.0816666666666666,31.1675,84.77854166666667,0.6333333333333333,94.42666666666666,0.0016666666666666,0.0016666666666666,82.62270833333334,738.8545833333334,0.0,72.0
2023-07-07,23.261354166666667,55.91427083333334,2.439375,10.158645833333331,13.354479166666666,26.38927083333333,20.3075,0.4920833333333334,13.939270833333332,0.1179166666666666,0.0,0.0,0.0,0.1967708333333333,0.0791666666666666,31.023125000000004,82.87572916666666,0.6610416666666666,96.44979166666668,0.008125,0.008125,79.92375,739.0876041666667,0.0,76.0
2023-07-08,20.263478260869565,40.78967391304348,2.275625,7.903333333333333,10.950520833333334,23.355625,20.251458333333336,0.4388541666666667,15.09125,0.1030208333333333,0.0,0.0,0.0,0.1732291666666666,0.0703125,29.284375,90.8896875,0.7280208333333333,92.62666666666668,0.1736458333333333,0.1736458333333333,64.72739583333333,739.4273958333333,0.0,66.0
2023-07-09,17.0803125,38.481145833333336,2.363125,7.813958333333333,10.988958333333334,23.509375,20.485729166666665,0.4322916666666667,14.845416666666669,0.1036458333333333,0.0,0.0,0.0,0.1727083333333333,0.0697916666666666,30.8328125,85.48,0.5498958333333334,117.31364583333334,0.0913541666666666,0.0913541666666666,79.69041666666666,739.5464583333334,0.0,58.0
2023-07-10,13.063125,36.983125,2.5948958333333336,10.057083333333331,13.489791666666669,22.544583333333332,20.530625,0.4596874999999999,14.123333333333331,0.1108333333333333,0.0,0.0,0.0,0.1845833333333333,0.0736458333333333,30.55,88.31625000000001,0.4114583333333333,124.12885416666668,0.0141666666666666,0.0141666666666666,76.63072916666667,739.2023958333334,0.0,46.0
2023-07-11,9.73861111111111,36.124583333333334,11.638939393939394,23.20356060606061,10.333472222222222,30.777986111111108,20.88294871794872,0.3940384615384615,23.176858974358975,0.0964743589743589,0.0,0.0,0.0,0.1684615384615384,0.0675641025641025,33.9573717948718,74.62576923076924,0.5711538461538461,160.82826923076922,0.0009615384615384,0.0005208333333333,127.67115384615384,738.7170512820513,0.0,60.0
2023-07-12,10.239583333333334,38.83625,9.723194444444443,19.222083333333337,9.990263157894736,34.089305555555555,21.197777777777777,0.4032894736842105,30.903657407407405,0.0994736842105263,0.0,0.0,0.0,0.1780092592592592,0.07125,30.843101851851852,86.21680555555555,0.4475925925925926,126.54375,0.2199999999999999,0.1732291666666666,61.115526315789474,738.9552777777777,0.0,48.0
2023-07-13,12.777708333333337,40.896145833333335,2.5475,10.621979166666668,13.961354166666666,45.638749999999995,21.402604166666663,0.5042708333333333,9.945520833333331,0.1215625,0.0,0.0,0.0,0.2011458333333333,0.0801041666666666,28.241770833333337,95.1571875,0.4447916666666667,117.13229166666667,0.07125,0.07125,33.17479166666667,739.2673958333334,0.0,45.0
2023-07-14,32.25447916666666,62.218333333333334,2.603125,11.238541666666668,14.63125,40.425,21.45958333333333,0.5617708333333333,14.585416666666667,0.1348958333333333,0.0,0.0,0.0,0.2246875,0.09,29.991666666666664,92.0075,0.3971875,111.02572916666666,0.1588541666666666,0.1588541666666666,54.70989583333333,739.7287499999999,0.0,64.0
