Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2022-10-20 00:00:00,67.18,144.04,10.31,29.93,43.96,18.50,15.70,0.64,19.80,0.15,NA,NA,NA,0.25,0.10,26.18,72.98,0.20,100.97,0.00,0.30,87.40,748.69,NA
2022-10-21 00:00:00,68.24,152.91,10.33,32.37,46.33,17.49,16.09,0.67,20.82,0.16,NA,NA,NA,0.27,0.11,26.16,71.27,0.27,145.17,0.00,0.00,86.67,749.51,NA
2022-10-22 00:00:00,96.52,188.39,15.98,34.86,57.03,17.30,16.60,0.79,19.65,0.19,NA,NA,NA,0.31,0.13,26.01,72.20,0.26,135.07,0.01,1.36,86.77,749.66,NA
2022-10-23 00:00:00,134.80,226.60,27.65,36.76,76.07,17.60,17.46,1.22,18.32,0.29,NA,NA,NA,0.49,0.20,25.52,75.75,0.22,110.31,0.02,1.45,79.63,748.81,NA
2022-10-24 00:00:00,156.71,228.13,12.32,27.14,44.23,19.24,14.24,0.90,23.11,0.21,NA,NA,NA,0.36,0.14,25.09,69.79,0.33,171.45,0.03,2.85,90.15,745.36,NA
2022-10-25 00:00:00,126.80,192.36,2.56,24.91,27.71,22.20,11.42,0.62,25.71,0.15,NA,NA,NA,0.25,0.10,24.03,65.52,0.34,152.34,0.03,3.07,88.20,744.80,NA
2022-10-26 00:00:00,63.21,131.20,8.68,31.93,43.47,22.07,11.83,0.85,23.60,0.20,NA,NA,NA,0.34,0.14,24.42,67.80,0.20,98.14,0.01,1.03,85.58,747.78,NA
2022-10-27 00:00:00,105.02,194.68,23.43,33.10,66.32,21.71,11.88,1.10,23.62,0.26,NA,NA,NA,0.44,0.18,24.23,71.59,0.19,98.02,0.01,1.04,78.42,747.98,NA
2022-10-28 00:00:00,103.51,182.72,5.25,35.46,41.82,24.96,11.50,0.92,24.33,0.22,NA,NA,NA,0.37,0.15,24.37,73.58,0.19,79.11,0.00,0.08,76.17,747.93,NA
2022-10-29 00:00:00,102.02,178.62,3.12,28.92,32.38,24.83,11.56,0.84,22.84,0.20,NA,NA,NA,0.33,0.13,24.44,75.61,0.16,71.96,0.00,0.28,72.76,748.41,NA
2022-10-30 00:00:00,135.86,231.01,12.83,34.69,52.25,25.34,11.74,1.24,22.71,0.30,NA,NA,NA,0.50,0.20,24.19,79.41,0.16,81.73,0.00,0.00,65.47,748.64,NA
2022-10-31 00:00:00,128.24,207.49,23.85,31.61,65.52,30.47,11.56,1.18,25.74,0.28,NA,NA,NA,0.47,0.19,24.23,74.45,0.18,98.70,0.00,0.23,77.54,748.67,NA
2022-11-01 00:00:00,109.33,209.12,35.43,37.91,88.63,29.79,14.85,1.11,17.83,0.27,NA,NA,NA,0.44,0.18,23.87,69.88,0.19,86.88,0.00,0.40,78.50,749.01,NA
2022-11-02 00:00:00,99.75,209.84,28.53,37.22,77.80,26.62,18.84,0.99,19.58,0.24,NA,NA,NA,0.39,0.16,24.40,67.72,0.29,128.68,0.00,0.00,73.81,747.40,NA
2022-11-03 00:00:00,155.76,330.17,14.51,45.93,65.52,31.83,19.89,1.27,18.22,0.30,NA,NA,NA,0.51,0.20,23.85,75.04,0.19,109.21,0.00,0.40,65.31,746.85,NA
2022-11-04 00:00:00,109.27,238.07,8.40,44.45,55.10,37.66,20.22,1.59,25.50,0.38,NA,NA,NA,0.64,0.25,23.94,79.67,0.22,116.03,0.00,0.40,61.86,748.14,NA
2022-11-05 00:00:00,116.42,211.44,5.18,28.16,34.69,36.67,19.04,1.04,14.74,0.25,NA,NA,NA,0.41,0.17,24.26,81.10,0.22,81.18,0.00,0.16,62.43,749.37,NA
2022-11-06 00:00:00,73.41,158.41,4.37,27.50,32.86,32.89,19.18,0.84,15.34,0.20,NA,NA,NA,0.33,0.13,24.58,75.71,0.19,74.25,0.00,0.00,69.87,749.64,NA
2022-11-07 00:00:00,95.70,189.12,6.04,34.11,41.67,30.86,19.23,0.80,14.61,0.19,NA,NA,NA,0.32,0.13,24.31,74.02,0.20,81.62,0.00,0.00,64.71,749.21,NA
2022-11-08 00:00:00,74.84,162.08,4.61,31.68,37.24,30.02,19.22,0.74,15.45,0.18,NA,NA,NA,0.30,0.12,24.75,71.95,0.19,94.32,0.00,0.00,64.44,749.14,NA
2022-11-09 00:00:00,103.66,200.09,3.08,28.22,31.66,30.16,19.75,0.83,25.84,0.20,NA,NA,NA,0.33,0.13,24.45,75.89,0.20,120.53,0.00,0.00,57.85,749.41,NA
2022-11-10 00:00:00,107.32,213.47,5.78,33.73,40.94,30.55,19.36,1.04,14.21,0.25,NA,NA,NA,0.42,0.17,23.78,78.60,0.23,128.51,0.00,0.36,59.46,749.69,NA
2022-11-11 00:00:00,102.78,230.86,3.39,34.67,38.32,31.41,21.49,0.96,27.66,0.23,NA,NA,NA,0.38,0.15,22.48,70.42,0.35,153.28,0.00,0.00,64.56,749.72,NA
2022-11-12 00:00:00,115.58,244.08,3.25,40.70,43.91,30.31,21.49,0.94,16.13,0.22,NA,NA,NA,0.38,0.15,20.87,68.49,0.29,152.67,0.00,0.16,62.20,749.61,NA
2022-11-13 00:00:00,117.92,260.08,5.27,45.00,51.02,29.07,23.78,1.06,18.36,0.25,NA,NA,NA,0.42,0.17,20.31,67.62,0.27,135.62,0.00,0.12,61.65,749.13,NA
2022-11-14 00:00:00,124.98,287.93,18.83,61.10,86.46,32.37,23.56,1.64,19.56,0.39,NA,NA,NA,0.66,0.26,20.66,73.62,0.15,96.86,0.00,0.00,57.42,749.44,NA
2022-11-15 00:00:00,75.01,194.09,28.99,53.07,93.70,31.02,23.74,1.34,17.47,0.32,NA,NA,NA,0.54,0.21,21.68,67.79,0.30,138.44,0.00,0.12,67.46,749.01,NA
2022-11-16 00:00:00,72.32,181.41,15.88,46.84,68.41,30.60,24.22,1.00,17.98,0.24,NA,NA,NA,0.40,0.16,22.37,66.43,0.31,164.58,0.00,0.28,62.35,748.09,NA
2022-11-17 00:00:00,71.41,167.33,2.80,34.33,37.13,26.74,24.59,0.73,21.70,0.18,NA,NA,NA,0.29,0.12,20.36,60.16,0.49,183.97,0.00,0.24,65.30,748.55,NA
2022-11-18 00:00:00,80.48,208.71,13.87,46.67,65.29,29.34,23.22,1.01,23.39,0.24,NA,NA,NA,0.40,0.16,18.86,68.19,0.29,149.52,0.00,0.12,63.66,749.40,NA
2022-11-19 00:00:00,108.65,282.21,78.73,50.76,164.76,31.18,22.98,2.00,17.97,0.48,NA,NA,NA,0.80,0.32,18.77,72.82,0.23,120.59,0.00,0.16,62.26,749.47,NA
2022-11-20 00:00:00,81.95,219.55,24.00,47.65,81.16,37.81,24.83,1.29,18.47,0.31,NA,NA,NA,0.51,0.21,19.51,72.68,0.18,116.02,0.00,0.12,59.42,748.57,NA
2022-11-21 00:00:00,74.27,216.31,10.84,49.05,63.11,35.84,25.00,1.04,18.84,0.25,NA,NA,NA,0.42,0.17,19.74,71.92,0.23,131.36,0.00,0.20,60.44,747.78,NA
2022-11-22 00:00:00,76.70,220.32,19.21,50.63,76.97,32.65,26.28,1.22,15.42,0.29,NA,NA,NA,0.49,0.20,19.27,68.58,0.26,129.52,0.00,0.16,62.73,748.07,NA
2022-11-23 00:00:00,76.58,220.81,18.73,55.00,80.45,29.68,32.60,1.17,16.04,0.28,NA,NA,NA,0.47,0.19,18.82,65.36,0.27,140.04,0.00,0.00,60.45,748.40,NA
2022-11-24 00:00:00,69.32,206.10,17.15,55.44,78.54,28.07,33.64,1.10,15.86,0.26,NA,NA,NA,0.44,0.18,18.46,64.65,0.26,135.78,0.01,0.52,61.84,748.61,NA
2022-11-25 00:00:00,92.62,262.94,49.75,64.40,135.18,29.43,28.83,1.53,17.01,0.37,NA,NA,NA,0.61,0.25,18.67,69.64,0.22,116.02,0.01,0.60,59.32,749.47,NA
2022-11-26 00:00:00,87.12,241.43,14.55,60.95,80.02,39.63,29.41,1.12,16.07,0.27,NA,NA,NA,0.45,0.18,18.71,73.64,0.21,120.23,0.00,0.48,54.40,747.57,NA
2022-11-27 00:00:00,100.85,257.71,23.49,59.62,91.91,41.17,28.70,1.27,20.61,0.31,NA,NA,NA,0.51,0.20,18.95,75.04,0.15,80.46,0.00,0.12,54.62,746.24,NA
2022-11-28 00:00:00,83.73,219.70,55.80,60.77,140.60,40.19,24.77,1.54,20.64,0.37,NA,NA,NA,0.62,0.25,19.22,76.58,0.13,73.86,0.00,0.28,49.14,747.38,NA
2022-11-29 00:00:00,91.81,220.67,46.18,56.88,122.69,38.43,25.75,1.77,20.62,0.42,NA,NA,NA,0.71,0.28,19.27,77.75,0.15,117.22,0.01,1.00,48.23,748.85,NA
2022-11-30 00:00:00,77.83,187.75,12.87,55.82,72.61,36.49,22.24,1.15,20.56,0.28,NA,NA,NA,0.46,0.18,18.67,76.19,0.14,107.71,0.00,0.16,43.25,749.54,NA
2022-12-01 00:00:00,74.36,179.96,17.70,58.40,82.21,34.71,23.83,1.13,20.50,0.27,NA,NA,NA,0.45,0.18,18.14,74.59,0.23,152.01,0.00,0.36,51.10,749.09,NA
2022-12-02 00:00:00,94.39,218.23,23.76,57.76,90.52,35.67,25.08,1.29,20.51,0.31,NA,NA,NA,0.52,0.21,17.82,77.96,0.20,116.48,0.00,0.12,48.82,748.67,NA
2022-12-03 00:00:00,89.63,205.39,47.72,60.61,128.55,35.06,24.51,1.55,20.46,0.37,NA,NA,NA,0.62,0.25,17.93,79.26,0.17,108.08,0.00,0.40,47.07,748.96,NA
2022-12-04 00:00:00,93.65,213.90,28.19,47.57,87.25,35.17,24.17,1.38,20.32,0.33,NA,NA,NA,0.55,0.22,17.58,81.37,0.18,110.65,0.00,0.44,45.59,749.35,NA
2022-12-05 00:00:00,93.88,253.81,83.02,52.29,172.54,36.44,24.44,2.35,20.24,0.56,NA,NA,NA,0.94,0.38,17.36,80.66,0.17,107.61,0.00,0.12,47.46,749.86,NA
2022-12-06 00:00:00,66.58,197.43,10.82,48.89,62.93,34.33,24.87,1.03,20.24,0.25,NA,NA,NA,0.41,0.16,16.93,76.85,0.29,150.32,0.00,0.00,51.73,749.38,NA
2022-12-07 00:00:00,43.57,146.47,4.47,43.67,48.55,33.31,25.62,0.71,20.19,0.17,NA,NA,NA,0.28,0.11,17.36,68.67,0.40,179.31,0.00,0.00,55.63,748.83,NA
2022-12-08 00:00:00,52.05,167.84,7.07,47.94,56.48,34.44,25.85,0.87,20.12,0.21,NA,NA,NA,0.35,0.14,17.07,71.86,0.35,173.05,0.00,0.44,50.87,749.17,NA
2022-12-09 00:00:00,70.19,201.52,16.95,52.24,75.17,37.14,23.09,1.18,20.14,0.28,NA,NA,NA,0.47,0.19,17.31,78.61,0.20,102.13,0.00,0.28,47.61,748.62,NA
2022-12-10 00:00:00,95.81,259.55,53.69,57.74,134.58,42.12,25.36,1.94,20.09,0.47,NA,NA,NA,0.77,0.31,17.90,80.77,0.17,121.91,0.00,0.44,46.40,748.79,NA
2022-12-11 00:00:00,77.30,192.56,28.76,51.47,91.83,43.57,24.47,1.32,20.09,0.32,NA,NA,NA,0.53,0.21,18.68,79.99,0.25,155.21,0.00,0.00,49.86,748.73,NA
2022-12-12 00:00:00,43.33,121.79,11.04,42.69,57.29,41.20,25.56,0.81,21.25,0.19,NA,NA,NA,0.32,0.13,19.64,69.45,0.33,183.01,0.00,0.15,53.50,748.15,NA
2022-12-13 00:00:00,28.98,90.66,2.75,35.91,38.57,37.68,27.84,0.54,22.95,0.13,NA,NA,NA,0.22,0.09,20.17,60.39,0.47,221.10,0.00,0.44,52.99,748.89,NA
2022-12-14 00:00:00,23.08,83.03,2.52,34.58,36.96,35.39,29.61,0.50,22.86,0.12,NA,NA,NA,0.20,0.08,18.28,61.56,0.51,192.64,0.01,0.52,55.71,749.21,NA
2022-12-15 00:00:00,28.66,89.35,3.53,36.96,40.73,34.29,30.15,0.60,22.82,0.14,NA,NA,NA,0.24,0.10,16.23,65.95,0.39,152.68,0.00,0.16,54.90,748.78,NA
2022-12-16 00:00:00,43.63,119.75,10.66,47.91,61.74,34.29,35.63,0.89,22.79,0.21,NA,NA,NA,0.36,0.14,15.91,69.43,0.26,150.48,0.00,0.00,52.74,748.36,NA
2022-12-17 00:00:00,62.29,153.97,16.23,55.24,77.00,36.50,32.77,1.13,22.73,0.27,NA,NA,NA,0.45,0.18,15.41,75.41,0.23,119.56,0.00,0.12,48.94,749.25,NA
2022-12-18 00:00:00,100.04,220.43,43.59,56.18,118.20,42.08,31.46,1.53,22.72,0.37,NA,NA,NA,0.61,0.25,15.63,80.63,0.18,104.07,0.00,0.16,43.90,749.28,NA
2022-12-19 00:00:00,113.35,248.60,27.81,56.36,95.13,45.91,29.11,1.66,21.63,0.40,NA,NA,NA,0.67,0.27,15.52,85.22,0.23,136.82,0.01,0.56,43.51,748.34,NA
2022-12-20 00:00:00,56.89,205.30,10.18,55.73,68.55,50.87,28.09,1.42,18.62,0.34,NA,NA,NA,0.57,0.23,14.43,84.81,0.26,157.27,0.00,0.44,42.17,748.03,NA
2022-12-21 00:00:00,67.90,195.68,26.91,47.02,84.84,47.72,26.97,1.35,22.70,0.33,NA,NA,NA,0.54,0.22,15.63,76.64,0.24,128.85,0.01,0.64,48.49,748.65,NA
2022-12-22 00:00:00,44.83,133.71,15.62,45.14,66.39,42.45,25.73,1.07,16.81,0.26,NA,NA,NA,0.43,0.17,17.46,66.99,0.34,180.89,0.00,0.32,50.23,748.31,NA
2022-12-23 00:00:00,35.61,113.33,5.45,41.75,48.15,38.62,24.64,0.85,18.55,0.20,NA,NA,NA,0.34,0.14,17.75,64.82,0.38,131.04,0.00,0.00,46.31,747.62,NA
2022-12-24 00:00:00,35.12,111.01,2.56,36.64,38.99,38.67,24.40,0.69,19.77,0.17,NA,NA,NA,0.27,0.11,18.85,66.34,0.47,168.95,0.00,0.12,44.41,748.02,NA
2022-12-25 00:00:00,45.34,128.89,1.93,29.80,31.49,34.92,24.14,0.67,21.41,0.16,NA,NA,NA,0.27,0.11,16.31,63.56,0.58,226.09,0.00,0.00,45.52,749.28,NA
2022-12-26 00:00:00,85.45,194.88,2.12,33.49,35.31,35.52,23.00,0.88,19.50,0.21,NA,NA,NA,0.35,0.14,14.50,76.11,0.44,214.52,0.00,0.12,47.46,749.99,NA
2022-12-27 00:00:00,80.23,185.95,2.40,33.37,35.60,35.48,24.69,0.92,18.71,0.22,NA,NA,NA,0.37,0.15,11.77,84.29,0.51,211.52,0.00,0.36,43.12,749.90,NA
2022-12-28 00:00:00,60.41,157.43,5.92,41.80,48.89,35.75,26.45,0.79,18.30,0.19,NA,NA,NA,0.32,0.13,14.70,71.20,0.40,174.42,0.00,0.16,52.71,749.91,NA
2022-12-29 00:00:00,91.31,206.56,11.09,49.47,63.89,38.02,26.24,1.13,21.43,0.27,NA,NA,NA,0.45,0.18,15.01,72.84,0.34,142.67,0.00,0.16,48.49,750.00,NA
2022-12-30 00:00:00,105.13,216.75,10.69,38.80,53.04,41.46,24.34,1.34,17.06,0.32,NA,NA,NA,0.54,0.22,15.42,80.61,0.39,105.27,0.00,0.24,44.57,750.00,NA
2022-12-31 00:00:00,86.78,195.30,22.76,39.79,71.78,42.26,25.00,1.76,12.90,0.42,NA,NA,NA,0.71,0.28,12.98,90.24,0.36,170.02,0.00,0.16,31.66,750.00,NA
