Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2022-06-11 00:00:00,96.39,252.68,7.83,32.34,42.62,7.49,15.10,0.57,14.60,0.14,NA,NA,NA,0.23,0.09,37.89,34.75,0.62,176.99,0.00,0.08,177.89,737.34,NA
2022-06-12 00:00:00,68.55,181.12,8.91,27.19,39.25,6.56,13.24,0.48,15.69,0.12,NA,NA,NA,0.19,0.08,38.05,31.48,0.63,189.69,0.00,0.40,193.06,738.25,NA
2022-06-13 00:00:00,80.21,183.32,5.92,29.65,37.22,7.09,20.64,0.54,16.54,0.13,NA,NA,NA,0.21,0.09,38.46,33.86,0.61,180.70,0.00,0.20,178.04,739.18,NA
2022-06-14 00:00:00,64.08,154.67,4.17,19.35,24.75,5.32,19.39,0.37,18.09,0.09,NA,NA,NA,0.15,0.06,38.48,36.07,0.76,218.86,0.00,0.16,173.69,738.80,NA
2022-06-15 00:00:00,63.99,157.81,4.16,16.06,21.56,4.97,12.68,0.35,17.83,0.08,NA,NA,NA,0.14,0.06,37.95,39.42,0.81,225.50,0.01,1.16,161.19,738.13,NA
2022-06-16 00:00:00,37.35,89.75,3.45,11.24,15.90,5.09,6.66,0.21,23.63,0.05,NA,NA,NA,0.09,0.03,32.92,57.04,1.00,203.73,0.01,0.60,88.59,739.14,NA
2022-06-17 00:00:00,34.06,75.94,3.68,12.43,17.36,5.88,6.44,0.23,21.04,0.05,NA,NA,NA,0.09,0.04,34.62,52.14,0.64,205.49,0.01,0.57,169.33,739.28,NA
2022-06-18 00:00:00,33.64,94.08,3.60,13.00,17.78,6.07,7.54,0.26,21.85,0.06,NA,NA,NA,0.11,0.04,33.50,53.54,0.65,222.53,0.00,0.28,126.21,739.79,NA
2022-06-19 00:00:00,30.73,74.23,3.27,10.02,14.45,5.59,6.48,0.22,23.45,0.05,NA,NA,NA,0.09,0.04,33.45,54.43,0.88,234.65,0.00,0.40,171.68,739.49,NA
2022-06-20 00:00:00,22.64,52.82,3.30,9.66,14.16,5.44,6.04,0.18,22.50,0.04,NA,NA,NA,0.07,0.03,32.37,56.29,0.82,217.40,0.00,0.32,158.99,738.34,NA
2022-06-21 00:00:00,26.25,57.41,3.57,11.54,16.35,5.89,5.83,0.21,21.74,0.05,NA,NA,NA,0.09,0.03,31.02,65.04,0.70,165.99,0.03,2.51,146.70,737.93,NA
2022-06-22 00:00:00,41.55,78.62,3.99,17.48,22.67,9.58,6.39,0.31,25.40,0.07,NA,NA,NA,0.12,0.05,33.82,57.96,0.61,127.54,0.00,0.08,192.28,740.36,NA
2022-06-23 00:00:00,49.50,106.10,3.81,15.23,20.26,10.68,7.11,0.30,25.05,0.07,NA,NA,NA,0.12,0.05,35.27,53.64,0.64,147.95,0.00,0.28,181.37,740.74,NA
2022-06-24 00:00:00,47.49,129.49,2.82,21.90,23.36,11.56,17.83,0.43,30.62,0.10,NA,NA,NA,0.17,0.07,37.05,31.83,0.53,171.09,0.00,0.13,162.40,738.35,NA
2022-06-25 00:00:00,47.80,79.43,3.30,13.09,17.45,10.31,8.36,0.34,26.44,0.08,NA,NA,NA,0.13,0.05,35.21,54.95,0.73,110.62,0.01,1.28,162.41,737.91,NA
2022-06-26 00:00:00,37.57,64.43,2.73,7.37,11.09,9.18,7.69,0.24,25.96,0.06,NA,NA,NA,0.10,0.04,35.24,55.90,1.14,93.27,0.01,0.96,166.19,738.91,NA
2022-06-27 00:00:00,46.97,72.85,2.65,7.40,11.02,9.18,8.59,0.25,26.70,0.06,NA,NA,NA,0.10,0.04,35.75,55.22,0.91,103.09,0.01,0.79,153.32,739.66,NA
2022-06-28 00:00:00,47.80,79.91,2.78,10.55,14.23,9.64,8.02,0.27,25.25,0.06,NA,NA,NA,0.11,0.04,34.84,59.73,0.68,140.31,0.02,1.56,117.86,737.88,NA
2022-06-29 00:00:00,26.42,37.67,3.74,15.12,20.03,10.56,6.85,0.26,18.13,0.06,NA,NA,NA,0.11,0.04,30.15,78.21,0.72,149.78,0.08,7.79,63.90,737.29,NA
2022-06-30 00:00:00,18.86,23.91,3.79,14.39,19.42,10.47,6.89,0.28,26.38,0.07,NA,NA,NA,0.11,0.04,26.70,87.26,0.48,146.07,0.26,24.61,29.29,738.25,NA
2022-07-01 00:00:00,18.86,36.49,4.90,15.26,21.89,7.97,9.48,0.26,19.16,0.06,NA,NA,NA,0.11,0.04,30.58,75.03,0.45,141.92,0.00,0.20,139.15,738.39,NA
2022-07-02 00:00:00,33.57,64.14,3.99,14.12,19.45,6.12,6.27,0.32,19.13,0.08,NA,NA,NA,0.13,0.05,30.64,76.20,0.45,138.61,0.01,0.84,66.20,737.53,NA
2022-07-03 00:00:00,34.08,53.34,2.10,9.25,11.98,5.12,5.41,0.26,21.98,0.06,NA,NA,NA,0.11,0.04,32.54,72.09,0.61,107.14,0.00,0.20,145.76,737.91,NA
2022-07-04 00:00:00,28.38,50.96,1.96,8.46,11.02,4.96,5.56,0.27,24.39,0.06,NA,NA,NA,0.11,0.04,34.22,65.47,0.70,95.92,0.01,0.92,150.31,737.41,NA
2022-07-05 00:00:00,38.27,65.85,1.72,7.24,9.48,4.61,5.83,0.26,25.68,0.06,NA,NA,NA,0.10,0.04,34.54,64.10,0.91,89.20,0.00,0.36,158.68,737.28,NA
2022-07-06 00:00:00,32.88,65.49,1.64,6.38,8.54,4.42,6.16,0.24,26.40,0.06,NA,NA,NA,0.09,0.04,35.23,60.42,1.07,87.23,0.00,0.40,155.66,739.07,NA
2022-07-07 00:00:00,18.40,47.16,1.48,5.01,7.00,4.08,6.00,0.19,23.84,0.04,NA,NA,NA,0.08,0.03,34.39,59.30,1.12,89.71,0.01,0.93,166.08,740.36,NA
2022-07-08 00:00:00,25.06,57.60,1.75,6.82,9.13,10.11,5.47,0.25,23.38,0.06,NA,NA,NA,0.10,0.04,35.37,57.66,0.74,93.86,0.01,1.43,147.90,738.58,NA
2022-07-09 00:00:00,28.54,66.28,1.59,6.13,8.23,11.81,5.52,0.28,24.63,0.07,NA,NA,NA,0.11,0.04,34.04,62.02,1.07,91.31,0.00,0.24,132.55,737.37,NA
2022-07-10 00:00:00,17.05,42.15,1.49,5.14,7.13,9.90,5.12,0.24,22.89,0.06,NA,NA,NA,0.10,0.04,34.99,57.11,0.89,91.06,0.00,0.44,180.44,737.78,NA
2022-07-11 00:00:00,21.67,52.78,1.48,5.92,7.87,8.87,5.28,0.27,24.51,0.07,NA,NA,NA,0.11,0.04,34.95,57.50,0.86,90.51,0.01,1.24,143.59,738.21,NA
2022-07-12 00:00:00,21.92,54.94,1.62,5.64,7.81,23.54,5.00,0.27,23.32,0.07,NA,NA,NA,0.11,0.04,35.16,57.82,0.96,88.09,0.01,0.72,164.47,737.76,NA
2022-07-13 00:00:00,19.28,55.76,1.52,5.69,7.70,31.58,5.60,0.25,23.98,0.06,NA,NA,NA,0.10,0.04,35.19,55.45,1.07,86.93,0.00,0.32,168.77,736.46,NA
2022-07-14 00:00:00,18.08,69.77,1.52,5.58,7.61,24.52,5.87,0.25,24.52,0.06,NA,NA,NA,0.10,0.04,34.69,57.73,1.30,91.38,0.03,2.43,169.44,736.12,NA
2022-07-15 00:00:00,15.85,38.98,1.65,6.42,8.59,26.33,5.51,0.23,29.97,0.06,NA,NA,NA,0.10,0.04,35.83,53.32,1.50,91.88,0.01,0.62,224.46,737.62,NA
2022-07-16 00:00:00,18.06,34.58,1.53,7.09,9.07,22.49,5.77,0.24,23.36,0.06,NA,NA,NA,0.10,0.04,33.46,63.78,0.93,109.09,0.01,0.88,165.83,738.47,NA
2022-07-17 00:00:00,18.79,41.61,1.44,5.33,7.24,16.23,5.81,0.25,23.28,0.06,NA,NA,NA,0.10,0.04,34.82,58.92,0.96,94.51,0.00,0.48,151.59,739.56,NA
2022-07-18 00:00:00,21.10,51.94,1.47,6.56,8.46,25.31,5.17,0.25,23.64,0.06,NA,NA,NA,0.10,0.04,35.01,57.50,1.11,88.81,0.01,0.92,180.03,738.66,NA
2022-07-19 00:00:00,31.19,64.88,1.49,9.94,11.75,32.17,6.38,0.28,24.79,0.07,NA,NA,NA,0.11,0.04,35.38,57.91,0.74,102.71,0.00,0.32,152.15,737.93,NA
2022-07-20 00:00:00,31.43,45.54,1.70,10.68,12.76,21.20,5.69,0.28,21.02,0.07,NA,NA,NA,0.11,0.05,31.68,73.95,0.71,171.19,0.49,36.52,103.83,738.31,NA
2022-07-21 00:00:00,17.23,27.22,1.99,14.88,17.22,27.92,5.36,0.42,21.50,0.10,NA,NA,NA,0.17,0.07,28.81,85.73,0.38,177.48,0.24,14.44,82.65,740.65,NA
2022-07-22 00:00:00,17.19,40.47,2.49,10.92,14.16,18.40,2.46,0.38,20.10,0.09,NA,NA,NA,0.15,0.06,28.62,87.69,0.54,89.11,0.07,7.05,94.86,740.81,NA
2022-07-23 00:00:00,16.08,36.16,1.91,9.69,12.14,25.96,2.89,0.31,20.87,0.07,NA,NA,NA,0.12,0.05,30.07,80.70,0.86,80.30,0.02,1.50,83.70,739.36,NA
2022-07-24 00:00:00,19.66,36.55,1.42,8.22,9.99,17.13,3.13,0.28,24.83,0.07,NA,NA,NA,0.11,0.04,31.14,73.91,1.03,88.21,0.03,2.52,148.43,739.72,NA
2022-07-25 00:00:00,14.29,23.23,1.36,7.78,9.48,10.74,2.91,0.27,22.82,0.06,NA,NA,NA,0.11,0.04,28.47,83.70,0.85,96.73,0.06,6.05,109.18,741.62,NA
2022-07-26 00:00:00,19.85,30.70,1.65,8.27,10.39,9.46,2.67,0.27,20.48,0.07,NA,NA,NA,0.11,0.04,28.27,85.44,0.68,94.26,0.00,0.03,125.48,743.36,NA
2022-07-27 00:00:00,6.78,26.42,2.03,12.29,14.57,20.35,3.03,0.32,17.52,0.08,NA,NA,NA,0.13,0.05,29.28,84.09,0.52,129.36,0.29,17.95,112.27,742.79,NA
2022-07-28 00:00:00,12.67,25.70,3.76,15.99,20.91,11.09,2.31,0.38,14.19,0.09,NA,NA,NA,0.15,0.06,27.22,91.62,0.31,149.46,0.13,12.35,51.13,743.43,NA
2022-07-29 00:00:00,13.57,33.43,2.13,11.48,14.17,12.84,5.56,0.32,17.46,0.08,NA,NA,NA,0.13,0.05,29.55,82.17,0.50,196.59,0.00,0.36,113.03,742.65,NA
2022-07-30 00:00:00,13.31,32.72,3.66,13.66,18.54,9.47,7.48,0.38,14.81,0.09,NA,NA,NA,0.15,0.06,27.84,89.54,0.43,186.32,0.11,10.58,47.53,741.52,NA
2022-07-31 00:00:00,21.02,56.90,4.69,15.18,21.51,13.52,7.84,0.44,15.61,0.10,NA,NA,NA,0.17,0.07,30.12,81.91,0.43,178.01,0.00,0.32,106.82,739.56,NA
2022-08-01 00:00:00,21.24,62.05,2.02,14.28,16.70,15.26,8.18,0.33,18.16,0.08,NA,NA,NA,0.13,0.05,32.28,71.49,0.57,214.64,0.01,0.98,149.23,739.57,NA
2022-08-02 00:00:00,14.49,40.49,1.71,12.11,14.15,20.68,8.26,0.32,18.46,0.08,NA,NA,NA,0.13,0.05,31.68,73.46,0.46,188.33,0.01,0.59,127.84,739.17,NA
2022-08-03 00:00:00,15.17,29.00,2.89,17.25,20.47,31.79,8.39,0.47,16.56,0.11,NA,NA,NA,0.19,0.08,28.27,89.17,0.42,149.46,0.26,14.75,65.26,740.49,NA
2022-08-04 00:00:00,26.31,43.87,2.84,14.06,17.70,19.70,8.50,0.45,14.84,0.11,NA,NA,NA,0.18,0.07,28.88,88.10,0.40,127.54,0.04,4.13,82.91,740.58,NA
2022-08-05 00:00:00,32.03,49.04,1.46,12.65,14.31,16.33,9.30,0.42,20.75,0.10,NA,NA,NA,0.17,0.07,30.35,82.31,0.44,128.23,0.21,19.85,124.64,739.50,NA
2022-08-06 00:00:00,39.65,63.08,2.85,16.22,19.79,56.58,8.82,0.51,16.30,0.12,NA,NA,NA,0.20,0.08,30.39,85.53,0.26,119.06,0.21,20.33,81.32,738.05,NA
2022-08-07 00:00:00,20.96,36.82,1.76,12.07,14.20,41.86,8.69,0.39,17.21,0.09,NA,NA,NA,0.15,0.06,27.92,89.49,0.65,118.40,0.12,11.28,59.38,738.08,NA
2022-08-08 00:00:00,15.52,33.42,1.53,11.59,13.39,34.17,9.48,0.40,18.56,0.09,NA,NA,NA,0.16,0.06,30.82,79.29,0.60,130.97,0.01,0.50,157.19,737.35,NA
2022-08-09 00:00:00,15.37,31.64,1.18,7.88,9.31,28.87,10.60,0.33,21.07,0.08,NA,NA,NA,0.13,0.05,32.17,73.37,0.97,85.49,0.00,0.12,157.71,736.82,NA
2022-08-10 00:00:00,10.26,34.13,1.31,9.99,11.53,41.36,12.68,0.30,19.45,0.07,NA,NA,NA,0.12,0.05,30.91,72.86,1.29,80.99,0.01,0.90,130.22,735.66,NA
2022-08-11 00:00:00,8.37,33.73,1.24,9.90,11.33,28.86,11.88,0.29,20.67,0.07,NA,NA,NA,0.12,0.05,30.37,73.02,1.40,79.58,0.01,0.61,112.85,736.88,NA
2022-08-12 00:00:00,10.40,23.55,1.25,9.29,10.78,20.28,11.77,0.31,18.43,0.07,NA,NA,NA,0.12,0.05,29.01,81.00,0.93,88.64,0.00,0.19,76.47,737.62,NA
2022-08-13 00:00:00,15.63,30.44,1.82,12.54,14.41,16.83,11.80,0.38,16.34,0.09,NA,NA,NA,0.15,0.06,29.47,84.72,0.36,134.44,0.08,7.24,77.98,738.16,NA
2022-08-14 00:00:00,17.10,33.51,2.39,13.07,16.08,20.24,9.83,0.47,15.33,0.11,NA,NA,NA,0.19,0.07,29.04,87.81,0.51,144.56,0.27,25.57,75.29,739.23,NA
2022-08-15 00:00:00,6.17,22.13,1.41,8.67,10.41,40.77,6.33,0.29,19.52,0.07,NA,NA,NA,0.12,0.04,28.60,81.35,1.37,84.04,0.02,1.63,92.53,738.78,NA
2022-08-16 00:00:00,4.21,17.12,1.40,9.47,11.17,31.30,6.79,0.27,18.05,0.06,NA,NA,NA,0.11,0.04,29.62,77.02,1.07,102.77,0.00,0.26,119.45,740.23,NA
2022-08-17 00:00:00,7.96,26.92,1.78,10.60,12.81,25.01,6.18,0.30,15.11,0.07,NA,NA,NA,0.12,0.05,31.48,72.03,0.49,161.55,0.00,0.35,144.61,741.58,NA
2022-08-18 00:00:00,10.39,37.20,1.86,11.53,13.81,35.28,7.39,0.30,15.81,0.07,NA,NA,NA,0.12,0.05,31.63,72.19,0.67,216.26,0.00,0.16,151.36,740.38,NA
2022-08-19 00:00:00,15.43,50.76,1.74,12.19,14.28,21.95,7.69,0.32,18.17,0.08,NA,NA,NA,0.13,0.05,31.47,74.39,0.62,198.21,0.03,2.78,125.01,739.93,NA
2022-08-20 00:00:00,9.15,24.03,1.69,12.20,14.21,15.25,7.41,0.36,17.84,0.09,NA,NA,NA,0.14,0.06,29.08,83.46,0.57,190.72,0.18,16.93,117.50,740.06,NA
2022-08-21 00:00:00,13.72,36.45,1.60,12.40,14.28,11.44,7.16,0.38,17.48,0.09,NA,NA,NA,0.15,0.06,28.50,84.72,0.82,104.17,0.01,0.98,63.19,737.71,NA
2022-08-22 00:00:00,19.17,36.43,1.54,9.68,11.57,19.30,7.01,0.32,19.43,0.07,NA,NA,NA,0.13,0.05,29.11,81.27,1.03,85.45,0.02,2.02,108.27,737.02,NA
2022-08-23 00:00:00,8.47,27.18,1.62,9.58,11.59,20.97,7.65,0.29,17.28,0.07,NA,NA,NA,0.11,0.04,30.44,72.73,0.59,138.77,0.01,0.65,147.56,740.19,NA
2022-08-24 00:00:00,15.85,36.01,1.53,11.02,12.85,14.35,7.73,0.35,17.52,0.08,NA,NA,NA,0.14,0.06,29.17,80.76,0.39,111.60,0.00,0.42,69.48,742.77,NA
2022-08-25 00:00:00,24.18,52.55,2.14,13.38,16.02,17.86,7.54,0.43,15.47,0.10,NA,NA,NA,0.17,0.07,28.99,83.26,0.39,187.88,0.01,0.51,81.04,741.74,NA
2022-08-26 00:00:00,20.36,46.88,1.93,12.34,14.69,18.50,7.90,0.37,16.77,0.09,NA,NA,NA,0.15,0.06,29.92,82.69,0.50,192.74,0.03,2.52,93.30,740.89,NA
2022-08-27 00:00:00,23.22,54.62,1.53,11.87,13.65,13.62,8.40,0.35,19.52,0.08,NA,NA,NA,0.14,0.06,31.37,77.21,0.59,214.62,0.00,0.20,123.69,740.22,NA
2022-08-28 00:00:00,31.53,84.78,1.46,12.05,13.72,10.39,8.74,0.37,17.78,0.09,NA,NA,NA,0.15,0.06,30.41,78.58,0.47,181.06,0.00,0.32,65.27,741.35,NA
2022-08-29 00:00:00,20.95,43.53,1.87,12.17,14.44,13.26,8.19,0.41,16.26,0.10,NA,NA,NA,0.16,0.07,28.72,85.30,0.39,141.26,0.09,8.88,80.71,744.14,NA
2022-08-30 00:00:00,23.47,50.95,1.93,13.50,15.81,13.80,8.32,0.48,16.27,0.11,NA,NA,NA,0.19,0.08,29.00,85.44,0.31,163.29,0.01,0.56,70.44,744.33,NA
2022-08-31 00:00:00,24.02,54.78,1.77,13.45,15.53,10.08,8.55,0.43,16.74,0.10,NA,NA,NA,0.17,0.07,29.99,83.67,0.43,178.41,0.04,3.83,90.96,742.58,NA
2022-09-01 00:00:00,21.10,55.33,1.53,11.20,13.02,8.23,8.69,0.36,18.51,0.09,NA,NA,NA,0.14,0.06,30.11,81.36,0.56,178.09,0.01,1.07,90.64,742.68,NA
2022-09-02 00:00:00,11.23,35.78,1.41,11.01,12.65,6.86,8.94,0.33,20.39,0.08,NA,NA,NA,0.13,0.05,29.88,78.55,0.43,186.66,0.00,0.19,98.32,743.76,NA
2022-09-03 00:00:00,17.29,51.54,1.49,12.26,13.97,6.43,9.37,0.34,21.20,0.08,NA,NA,NA,0.14,0.05,31.38,73.43,0.63,203.49,0.00,0.31,129.43,741.53,NA
2022-09-04 00:00:00,17.34,45.74,1.45,11.18,12.88,6.45,9.66,0.33,20.08,0.08,NA,NA,NA,0.13,0.05,32.00,71.67,0.55,192.76,0.00,0.44,133.47,740.85,NA
2022-09-05 00:00:00,24.74,60.22,1.73,12.95,15.00,18.99,9.04,0.37,17.53,0.09,NA,NA,NA,0.15,0.06,32.61,69.58,0.46,186.22,0.00,0.00,130.86,741.76,NA
2022-09-06 00:00:00,28.10,75.56,2.06,15.93,18.34,36.59,10.20,0.43,18.41,0.10,NA,NA,NA,0.17,0.07,32.74,67.59,0.36,160.39,0.00,0.28,122.56,742.59,NA
2022-09-07 00:00:00,39.43,78.43,2.28,17.92,20.59,21.92,10.31,0.54,18.44,0.13,NA,NA,NA,0.22,0.09,31.20,76.40,0.23,98.89,0.16,14.96,101.21,743.76,NA
2022-09-08 00:00:00,39.85,62.23,1.85,12.57,14.82,16.46,9.87,0.42,18.99,0.10,NA,NA,NA,0.17,0.07,31.78,76.53,0.49,98.53,0.00,0.44,124.16,744.38,NA
2022-09-09 00:00:00,26.36,45.37,1.55,11.85,13.53,11.40,5.57,0.38,18.57,0.09,NA,NA,NA,0.15,0.06,31.45,75.84,0.57,91.37,0.00,0.00,114.50,743.94,NA
2022-09-10 00:00:00,25.09,63.40,1.25,10.95,12.11,14.63,4.89,0.37,19.62,0.09,NA,NA,NA,0.14,0.06,31.39,75.75,0.68,76.51,0.00,0.00,109.82,743.13,NA
2022-09-11 00:00:00,20.25,49.57,1.19,10.83,12.17,14.55,5.73,0.37,21.38,0.09,NA,NA,NA,0.15,0.06,30.92,74.25,0.89,86.29,0.00,0.04,111.22,741.17,NA
2022-09-12 00:00:00,11.77,26.74,1.11,9.89,11.15,14.53,6.39,0.31,17.80,0.07,NA,NA,NA,0.12,0.05,28.78,79.80,1.13,78.25,0.01,0.99,88.99,739.62,NA
2022-09-13 00:00:00,9.80,21.13,0.96,9.06,10.12,16.36,6.73,0.30,16.43,0.07,NA,NA,NA,0.12,0.05,26.89,88.26,1.17,75.65,0.08,7.39,43.98,739.68,NA
2022-09-14 00:00:00,8.18,15.86,1.06,10.07,11.24,19.20,7.49,0.32,17.80,0.08,NA,NA,NA,0.13,0.05,25.74,94.72,1.03,72.87,0.58,44.87,20.47,740.10,NA
2022-09-15 00:00:00,3.36,13.98,1.75,11.07,13.21,18.76,12.07,0.31,15.21,0.07,NA,NA,NA,0.12,0.05,25.94,94.35,0.80,137.83,0.42,40.01,36.26,738.41,NA
2022-09-16 00:00:00,7.63,21.84,3.02,13.09,17.03,20.45,12.84,0.40,17.83,0.09,NA,NA,NA,0.16,0.06,26.82,90.68,0.85,185.52,0.11,10.70,54.77,736.75,NA
2022-09-17 00:00:00,12.36,35.47,3.42,12.94,17.48,23.16,12.98,0.43,15.21,0.10,NA,NA,NA,0.17,0.07,28.13,83.98,0.42,193.81,0.00,0.40,84.10,740.36,NA
2022-09-18 00:00:00,18.00,45.85,2.72,12.07,15.61,23.44,11.02,0.43,16.55,0.10,NA,NA,NA,0.17,0.07,29.64,78.18,0.37,165.79,0.00,0.20,115.81,741.93,NA
2022-09-19 00:00:00,24.24,53.14,4.13,13.40,18.97,23.44,10.79,0.51,15.33,0.12,NA,NA,NA,0.20,0.08,29.18,84.22,0.35,128.49,0.16,15.06,78.47,742.15,NA
2022-09-20 00:00:00,14.74,30.71,2.88,12.18,15.94,23.52,11.14,0.38,14.96,0.09,NA,NA,NA,0.15,0.06,28.84,83.73,0.40,114.81,0.01,0.92,101.62,742.07,NA
2022-09-21 00:00:00,18.24,35.11,4.14,15.09,20.60,23.47,11.09,0.52,13.53,0.13,NA,NA,NA,0.21,0.08,26.40,96.25,0.42,131.30,0.43,40.93,12.19,741.14,NA
2022-09-22 00:00:00,19.36,35.07,2.99,13.12,17.01,42.05,10.91,0.55,14.66,0.13,NA,NA,NA,0.22,0.09,27.18,92.90,0.63,93.42,0.12,11.75,51.52,740.73,NA
2022-09-23 00:00:00,12.55,30.44,2.88,11.76,15.56,46.59,11.57,0.64,13.97,0.16,NA,NA,NA,0.26,0.10,28.04,88.54,0.56,116.74,0.01,1.32,94.25,741.00,NA
2022-09-24 00:00:00,15.58,38.93,2.77,11.65,15.26,35.40,11.75,0.61,14.06,0.15,NA,NA,NA,0.24,0.10,27.09,86.77,0.51,146.30,0.00,0.00,60.14,741.44,NA
2022-09-25 00:00:00,21.24,49.27,5.16,13.26,20.34,26.65,11.93,0.71,14.32,0.17,NA,NA,NA,0.28,0.12,27.55,88.93,0.36,141.80,0.28,26.96,75.36,742.98,NA
2022-09-26 00:00:00,18.35,45.40,5.59,14.45,22.11,26.18,11.75,0.68,13.89,0.16,NA,NA,NA,0.27,0.11,26.99,90.77,0.30,133.03,0.24,23.45,70.52,744.34,NA
2022-09-27 00:00:00,27.43,63.65,3.73,15.20,20.10,24.28,11.97,0.62,14.84,0.15,NA,NA,NA,0.25,0.10,29.10,81.51,0.35,175.82,0.00,0.28,98.56,743.49,NA
2022-09-28 00:00:00,50.19,107.41,4.23,18.15,23.67,26.27,11.85,0.76,17.33,0.18,NA,NA,NA,0.30,0.12,29.67,78.30,0.30,141.68,0.00,0.42,105.98,742.90,NA
2022-09-29 00:00:00,38.98,98.07,6.15,21.55,29.76,28.61,12.40,0.68,16.00,0.16,NA,NA,NA,0.27,0.11,30.30,75.43,0.30,141.76,0.00,0.18,108.65,742.73,NA
2022-09-30 00:00:00,55.64,109.92,9.68,22.43,35.82,28.57,12.53,0.87,16.53,0.21,NA,NA,NA,0.35,0.14,29.68,76.48,0.26,122.26,0.00,0.08,98.03,742.85,NA
2022-10-01 00:00:00,57.55,102.03,8.77,23.11,35.12,28.65,12.58,0.85,15.03,0.20,NA,NA,NA,0.34,0.14,29.08,79.72,0.34,152.71,0.00,0.00,117.61,742.82,NA
2022-10-02 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2022-10-03 00:00:00,60.09,138.73,4.23,21.11,25.96,28.84,12.35,0.72,26.64,0.17,NA,NA,NA,0.29,0.11,31.51,68.16,0.35,140.19,0.00,0.07,91.30,742.81,NA
2022-10-04 00:00:00,40.66,74.67,6.37,18.21,26.88,28.80,13.28,0.68,14.99,0.16,NA,NA,NA,0.27,0.11,29.16,80.26,0.66,81.30,0.00,0.00,76.42,744.01,NA
2022-10-05 00:00:00,7.60,16.82,2.90,13.46,17.21,28.87,12.76,0.43,14.57,0.10,NA,NA,NA,0.17,0.07,25.25,93.30,0.62,88.54,0.28,27.02,29.41,744.02,NA
2022-10-06 00:00:00,8.18,18.45,2.70,12.06,15.57,28.89,12.82,0.42,14.05,0.10,NA,NA,NA,0.17,0.07,25.51,92.56,0.62,104.76,0.01,1.37,33.15,744.31,NA
2022-10-07 00:00:00,13.59,24.26,2.75,12.53,16.09,27.75,12.37,0.43,14.61,0.10,NA,NA,NA,0.17,0.07,25.24,93.17,0.59,99.65,0.04,3.86,40.08,745.30,NA
2022-10-08 00:00:00,10.55,22.46,2.79,12.13,15.76,19.48,13.84,0.42,14.17,0.10,NA,NA,NA,0.17,0.07,26.99,89.06,0.67,93.72,0.08,7.57,75.98,745.45,NA
2022-10-09 00:00:00,13.26,26.65,3.09,12.40,16.47,16.87,13.90,0.45,14.26,0.11,NA,NA,NA,0.18,0.07,27.07,88.61,0.62,132.94,0.53,50.76,64.89,745.71,NA
2022-10-10 00:00:00,10.51,12.88,2.44,12.74,15.83,16.27,13.19,0.39,15.87,0.09,NA,NA,NA,0.16,0.06,23.30,96.02,0.60,98.25,0.64,61.24,25.04,746.88,NA
2022-10-11 00:00:00,15.05,27.84,4.20,13.06,18.74,14.66,13.62,0.51,13.61,0.12,NA,NA,NA,0.20,0.08,25.13,91.86,0.33,111.95,0.01,0.71,42.80,745.68,NA
2022-10-12 00:00:00,23.13,51.22,7.07,14.80,24.64,12.45,14.05,0.68,14.82,0.16,NA,NA,NA,0.27,0.11,26.56,86.18,0.33,160.29,0.00,0.16,76.07,746.09,NA
2022-10-13 00:00:00,53.93,95.87,17.30,18.81,43.57,15.12,14.79,0.90,15.74,0.22,NA,NA,NA,0.36,0.14,26.44,82.63,0.24,139.27,0.00,0.30,78.69,747.08,NA
2022-10-14 00:00:00,65.91,119.56,10.12,22.52,36.54,16.70,14.76,0.72,19.90,0.17,NA,NA,NA,0.29,0.11,26.51,78.27,0.23,111.75,0.00,0.28,99.85,747.02,NA
2022-10-15 00:00:00,47.67,100.92,13.92,25.64,45.14,16.98,14.38,0.63,18.63,0.15,NA,NA,NA,0.25,0.10,26.10,78.57,0.25,93.96,0.00,0.12,86.95,746.52,NA
2022-10-16 00:00:00,42.88,90.85,14.63,23.64,44.27,17.08,14.40,0.63,17.37,0.15,NA,NA,NA,0.25,0.10,26.15,75.00,0.22,102.97,0.00,0.12,94.47,748.30,NA
2022-10-17 00:00:00,40.13,87.15,5.90,24.10,31.85,17.28,14.32,0.49,19.06,0.12,NA,NA,NA,0.19,0.08,26.27,74.05,0.29,159.12,0.00,0.21,91.79,748.37,NA
2022-10-18 00:00:00,56.31,122.90,7.03,24.90,34.29,21.95,14.71,0.58,21.71,0.14,NA,NA,NA,0.23,0.09,26.42,73.76,0.28,144.39,0.00,0.00,88.78,747.40,NA
2022-10-19 00:00:00,48.68,123.13,21.18,30.24,60.27,21.48,15.51,0.71,20.78,0.17,NA,NA,NA,0.28,0.11,26.29,72.49,0.20,111.70,0.00,0.16,90.05,747.45,NA
